source	target
Pyruvate Carboxylase Deficiency Disease	Pyruvate Carboxylase
Pyruvate Dehydrogenase Complex Deficiency Disease	Leigh Disease
Pyruvate Dehydrogenase Complex Deficiency Disease	Pyruvate Dehydrogenase Complex
Gene Rearrangement, T-Lymphocyte	Genes, T-Cell Receptor
Molecular Probes	Biomarkers
Multicenter Studies as Topic	Clinical Trials, Phase III as Topic
Multicenter Studies as Topic	Clinical Trials, Phase IV as Topic
Nucleic Acid Probes	Nucleic Acid Hybridization
DNA Probes	Chromosome Walking
Oligonucleotide Probes	Nucleic Acid Hybridization
Oligonucleotide Probes	Oligonucleotide Array Sequence Analysis
Contrast Sensitivity	Form Perception
Rhytidoplasty	Superficial Musculoaponeurotic System
Child Nutrition Disorders	Infant Nutrition Disorders
Biosensing Techniques	Microchemistry
Molecular Structure	Models, Molecular
Program Evaluation	Social Validity, Research
Signal Transduction	Ion Channels
Single Parent	Single-Parent Family
Gastrinoma	Multiple Endocrine Neoplasia Type 1
Gastrinoma	Zollinger-Ellison Syndrome
Biomarkers	Endophenotypes
Biomarkers	Molecular Probes
Myocardial Reperfusion	Ischemic Preconditioning, Myocardial
Myocardial Reperfusion	Myocardial Reperfusion Injury
Myocardial Reperfusion	Myocardial Stunning
Myocardial Reperfusion Injury	Isolated Heart Preparation
Myocardial Reperfusion Injury	Myocardial Reperfusion
Myocardial Reperfusion Injury	Myocardial Stunning
Weight Gain	Obesity
Weight Loss	Thinness
Health Behavior	Healthy Lifestyle
Exercise	Exercise Movement Techniques
Exercise	Exercise Therapy
Exercise	Physical Exertion
Exercise	Physical Fitness
Exercise	Sports
HIV Antibodies	AIDS Serodiagnosis
HTLV-I Infections	Paraparesis, Tropical Spastic
AIDS Serodiagnosis	HIV Seroprevalence
CD4-Positive T-Lymphocytes	Acquired Immunodeficiency Syndrome
CD4-Positive T-Lymphocytes	Antigens, CD4
CD4-Positive T-Lymphocytes	CD4-CD8 Ratio
CD4-Positive T-Lymphocytes	T-Lymphocytopenia, Idiopathic CD4-Positive
HIV-1	Acquired Immunodeficiency Syndrome
Chloramphenicol O-Acetyltransferase	Chloramphenicol Resistance
Drugs, Investigational	Clinical Trials as Topic
Drugs, Investigational	Drug Evaluation
Drugs, Investigational	Investigational New Drug Application
Developmental Biology	Embryonic and Fetal Development
Developmental Biology	Growth and Development
Clinical Medicine	Evidence-Based Medicine
Rett Syndrome	Intellectual Disability
Bone Density	Absorptiometry, Photon
Down-Regulation	Feedback, Physiological
Down-Regulation	Up-Regulation
Platelet Activation	Bleeding Time
Cell Degranulation	Exocytosis
Cell Degranulation	Secretory Vesicles
Autoimmunity	Autoantibodies
Autoimmunity	Autoimmune Diseases
Serum Bactericidal Test	Blood Bactericidal Activity
Epithelioid Cells	Giant Cells
Tissue Expansion Devices	Tissue Expansion
Tissue Expansion	Bone Lengthening
Tissue Expansion	Tissue Engineering
Tissue Expansion	Tissue Expansion Devices
Ventriculography, First-Pass	Gated Blood-Pool Imaging
Cystectomy	Urinary Diversion
Herpesvirus 6, Human	Exanthema Subitum
1-Methyl-4-phenylpyridinium	MPTP Poisoning
Respiratory Mechanics	Airway Resistance
Respiratory Mechanics	Lung Compliance
HIV Infections	Lymphoma, AIDS-Related
Acupuncture Points	Trigger Points
Acupuncture Therapy	Acupuncture
Acupuncture Therapy	Medicine, Chinese Traditional
Fatigue Syndrome, Chronic	Fibromyalgia
Gene Products, pol	Endonucleases
Gene Products, pol	Peptide Hydrolases
Gene Products, pol	RNA-Directed DNA Polymerase
Genomic Library	Chromosomes, Artificial, Yeast
Genomic Library	DNA, Recombinant
Genomic Library	Human Genome Project
HIV Envelope Protein gp120	Peptide T
Antigens, CD4	CD4-CD8 Ratio
Antigens, CD4	HIV Envelope Protein gp120
Gene Library	Combinatorial Chemistry Techniques
Gene Library	DNA, Recombinant
Gene Library	Databases, Nucleic Acid
Receptors, HIV	HIV Envelope Protein gp120
Calcitonin Gene-Related Peptide	Calcitonin
Calcitonin Gene-Related Peptide	Receptors, Calcitonin Gene-Related Peptide
Propofol	Propofol Infusion Syndrome
Abdominal Pain	Colic
Borrelia burgdorferi Group	Lyme Disease
Eicosanoids	Receptors, Eicosanoid
Choroideremia	Night Blindness
Substance Abuse Detection	Enzyme Multiplied Immunoassay Technique
Cell Adhesion Molecules	Integrins
Substance Abuse, Intravenous	Needle Sharing
Substance Abuse, Intravenous	Needle-Exchange Programs
Blood-Air Barrier	Capillary Permeability
Blood-Air Barrier	Pulmonary Gas Exchange
Oculomotor Nerve Diseases	Cranial Nerve Injuries
Oculomotor Nerve Diseases	Ophthalmoplegia
Serine Proteinase Inhibitors	Serpins
Interleukin-4	Histocompatibility Antigens Class II
Interleukin-6	Hybridomas
Interleukin-6	Plasmacytoma
Up-Regulation	Down-Regulation
Up-Regulation	Feedback, Physiological
Gene Expression	Gene Expression Profiling
Gene Expression	Phenotype
Scientific Misconduct	Duplicate Publication as Topic
Scientific Misconduct	Plagiarism
Scientific Misconduct	Retraction of Publication as Topic
Scientific Misconduct	United States Office of Research Integrity
Miosis	Miotics
Mydriasis	Mydriatics
Tomography Scanners, X-Ray Computed	Radiographic Image Enhancement
Hysteroscopy	Hysterosalpingography
Hysteroscopy	Hysteroscopes
Counterpulsation	Heart-Assist Devices
Sclerotherapy	Sclerosing Solutions
Thrombolytic Therapy	Mechanical Thrombolysis
Thrombolytic Therapy	Thrombectomy
Penile Prosthesis	Penile Implantation
Infusion Pumps, Implantable	Drug Implants
Dental Implants	Dental Implantation
Dental Implants	Tooth, Artificial
Cryopreservation	Vitrification
Complement C3d	Receptors, Complement 3d
Factor VIIa	Coagulants
Factor Va	Coagulants
Factor VIIIa	Coagulants
Factor XIa	Coagulants
Factor IXa	Coagulants
Factor Xa	Coagulants
Factor XIIa	Coagulants
Killer Cells, Lymphokine-Activated	Immunotherapy, Adoptive
Killer Cells, Lymphokine-Activated	Interleukin-2
Neonatal Screening	Prenatal Diagnosis
Survival Analysis	Proportional Hazards Models
Integrins	Cell Adhesion Molecules
Bone Marrow Transplantation	Bone Marrow Purging
Bone Marrow Transplantation	Hematopoietic Stem Cell Transplantation
Receptors, Leukocyte-Adhesion	Leukocyte-Adhesion Deficiency Syndrome
Randomized Controlled Trials as Topic	Non-Randomized Controlled Trials as Topic
Skin Transplantation	Surgical Flaps
Corneal Transplantation	Eye Banks
Lung Transplantation	Heart-Lung Transplantation
Fusion Proteins, bcr-abl	Philadelphia Chromosome
Human Genome Project	Genomics
Urinary Retention	Urinary Catheterization
Evoked Potentials, Auditory, Brain Stem	Audiometry, Evoked Response
Range of Motion, Articular	Pliability
Blood Loss, Surgical	Hemostasis, Surgical
Nerve Transfer	Nerve Regeneration
Planets	Extraterrestrial Environment
Planets	Minor Planets
Bronchoconstriction	Bronchial Provocation Tests
Bronchoconstriction	Bronchoconstrictor Agents
Endoscopy, Gastrointestinal	Endoscopes, Gastrointestinal
Methicillin Resistance	Methicillin-Resistant Staphylococcus aureus
Epidermolysis Bullosa Simplex	Keratin-14
Epidermolysis Bullosa Simplex	Keratin-5
Ichthyosis, X-Linked	Steryl-Sulfatase
Piebaldism	Waardenburg Syndrome
Anterior Cruciate Ligament	Medial Collateral Ligament, Knee
Anterior Cruciate Ligament	Posterior Cruciate Ligament
Posterior Cruciate Ligament	Anterior Cruciate Ligament
Posterior Cruciate Ligament	Medial Collateral Ligament, Knee
Lymphocyte Subsets	Immunophenotyping
Polymerase Chain Reaction	Ligase Chain Reaction
Polymerase Chain Reaction	Sequence Tagged Sites
Walking	Gait
Martial Arts	Wrestling
Genes, Tumor Suppressor	Tumor Suppressor Proteins
Genes, Suppressor	Suppression, Genetic
Genes, p53	Tumor Suppressor Protein p53
Genes, Retinoblastoma	Retinoblastoma
Genes, Wilms Tumor	Beckwith-Wiedemann Syndrome
Genes, Wilms Tumor	Denys-Drash Syndrome
Genes, Wilms Tumor	WAGR Syndrome
Genes, Wilms Tumor	WT1 Proteins
Genes, Wilms Tumor	Wilms Tumor
Genes, DCC	Genes, MCC
Free Radical Scavengers	Free Radicals
Free Radical Scavengers	Oxygen Radical Absorbance Capacity
DNA Fingerprinting	Databases, Nucleic Acid
DNA Fingerprinting	Genetic Privacy
DNA Fingerprinting	Genotyping Techniques
DNA Fingerprinting	Minisatellite Repeats
DNA Fingerprinting	Polymorphism, Restriction Fragment Length
Macrophage Colony-Stimulating Factor	Receptor, Macrophage Colony-Stimulating Factor
T-Lymphocyte Subsets	CD4-CD8 Ratio
Granulocyte-Macrophage Colony-Stimulating Factor	Receptors, Granulocyte-Macrophage Colony-Stimulating Factor
Granulocyte Colony-Stimulating Factor	Receptors, Granulocyte Colony-Stimulating Factor
Receptor, Macrophage Colony-Stimulating Factor	Genes, fms
Dystrophin	Mice, Inbred mdx
Dystrophin	Muscular Dystrophy, Duchenne
S Phase	DNA Replication
S Phase	DNA Replication Timing
Maturation-Promoting Factor	Cyclins
N-Methylaspartate	Receptors, N-Methyl-D-Aspartate
Interleukin-8	Neutrophil Activation
Cyclins	Maturation-Promoting Factor
Advance Directives	Advance Directive Adherence
Advance Directives	Resuscitation Orders
Advance Directives	Right to Die
Living Wills	Right to Die
Benzoquinones	Cyclohexenes
Endothelial Growth Factors	Vascular Endothelial Growth Factor A
Amyloid beta-Peptides	Cerebral Amyloid Angiopathy
Endothelins	Receptors, Endothelin
Kallikrein-Kinin System	Renin-Angiotensin System
Genes, fms	Oncogene Protein gp140(v-fms)
Genes, fms	Receptor, Macrophage Colony-Stimulating Factor
Cytapheresis	Adoptive Transfer
Cytapheresis	Immunotherapy, Adoptive
MEDLINE	Medical Subject Headings
MEDLINE	PubMed
Lymphocytes, Tumor-Infiltrating	Immunotherapy, Adoptive
Microscopy, Scanning Tunneling	Microscopy, Atomic Force
Mutagenesis, Insertional	DNA Transposable Elements
Genes, mos	Genes, Intracisternal A-Particle
Genes, myc	Oncogene Protein p55(v-myc)
Genes, myc	Proto-Oncogene Proteins c-myc
Monocytes, Activated Killer	Immunotherapy, Adoptive
Postpoliomyelitis Syndrome	Poliomyelitis
Conflict of Interest	Professional Misconduct
External Fixators	Osteogenesis, Distraction
Milk Hypersensitivity	Lactose Intolerance
Occupational Exposure	Air Pollutants, Occupational
Occupational Exposure	Multiple Chemical Sensitivity
Ventricular Function	Heart Function Tests
Proto-Oncogene Proteins p21(ras)	Costello Syndrome
Mutagenesis	Antimutagenic Agents
Mutagenesis	Mutagens
Mutagenesis	Teratogenesis
Mutagenesis, Site-Directed	Gene Editing
Hematopoietic Cell Growth Factors	Receptors, Colony-Stimulating Factor
Alveolar Bone Loss	Bone Resorption
Clinical Pharmacy Information Systems	Medication Systems, Hospital
Treatment Refusal	Informed Consent
Treatment Refusal	Mental Competency
Treatment Refusal	Patient Compliance
Treatment Refusal	Patient Dropouts
Genes, abl	Fusion Proteins, bcr-abl
Genes, abl	Oncogene Proteins v-abl
Genes, abl	Proto-Oncogene Proteins c-abl
Proto-Oncogene Proteins c-abl	Fusion Proteins, bcr-abl
Substance Abuse Treatment Centers	Needle-Exchange Programs
HIV Enhancer	HIV Long Terminal Repeat
HIV Enhancer	NF-kappa B
Sequence Tagged Sites	Expressed Sequence Tags
HIV Long Terminal Repeat	Gene Products, nef
HIV Long Terminal Repeat	Gene Products, tat
HIV Long Terminal Repeat	HIV Enhancer
HIV Long Terminal Repeat	Sp1 Transcription Factor
Extracellular Matrix Proteins	Extracellular Traps
Extracellular Matrix Proteins	Receptors, Cytoadhesin
NF-kappa B	I-kappa B Proteins
Frail Elderly	Health Services for the Aged
Frail Elderly	Homebound Persons
Fetal Tissue Transplantation	Fetal Research
Angioplasty, Laser	Catheter Ablation
Osseointegration	Arthroplasty
Osseointegration	Bone Substitutes
Osseointegration	Bone-Implant Interface
Osseointegration	Dental Implantation, Endosseous
Osseointegration	Hip Prosthesis
Clostridium difficile	Enterocolitis, Pseudomembranous
Reading Frames	Codon
Liability, Legal	Malpractice
Cranial Irradiation	Pituitary Irradiation
Antisense Elements (Genetics)	Transcription, Genetic
Oligonucleotides, Antisense	Morpholinos
Organ Transplantation	Transplantation Immunology
Tissue Transplantation	Tissue Donors
Tissue Transplantation	Tissue Preservation
Tissue Transplantation	Transplantation Immunology
Consensus Sequence	Amino Acid Motifs
Consensus Sequence	Conserved Sequence
Genes, src	src Homology Domains
Lymphoma, Large-Cell, Immunoblastic	Lymphoma, T-Cell, Peripheral
Resuscitation Orders	Advance Directive Adherence
Resuscitation Orders	Euthanasia, Passive
Resuscitation Orders	Medical Futility
Resuscitation Orders	Withholding Treatment
Meeting Abstracts	Congresses
Bibliography	Abstracts
Bibliography	Biobibliography
Bibliography	Indexes
Bibliography	Resource Guides
Legal Cases	Legislation
Letter	Collected Correspondence
Congresses	Meeting Abstracts
Clinical Trial	Evaluation Studies
Clinical Trial	Validation Studies
Directory	Resource Guides
Dictionary	Terminology
Periodical Index	Indexes
Prosthesis-Related Infections	Biofilms
Mammaplasty	Breast Implants
Bone Marrow Purging	Bone Marrow Transplantation
Bone Marrow Purging	Hematopoietic Stem Cell Transplantation
Bone Marrow Purging	Immunomagnetic Separation
Forestry	Trees
Bacteremia	Endotoxemia
Ovarian Hyperstimulation Syndrome	Ovulation Induction
Needle Sharing	Needle-Exchange Programs
Parenting	Child Rearing
Police	Law Enforcement
Adolescent Health Services	Adolescent Health
Adolescent Health Services	Adolescent Medicine
Neurites	Growth Cones
Neurites	Nerve Growth Factors
Drug Delivery Systems	Dosage Forms
Drug Delivery Systems	Drug Administration Routes
Drug Delivery Systems	Drug Carriers
Cardiology Service, Hospital	Coronary Care Units
Genes, Neurofibromatosis 1	Neurofibromatosis 1
Genes, Neurofibromatosis 1	Neurofibromin 1
Genes, Neurofibromatosis 2	Neurofibromatosis 2
Genes, Neurofibromatosis 2	Neurofibromin 2
Neurofibromatosis 2	Genes, Neurofibromatosis 2
Neurofibromatosis 2	Neurofibromin 2
Mucopolysaccharidosis II	Iduronate Sulfatase
Mucopolysaccharidosis II	Mucopolysaccharidosis I
Bronchial Hyperreactivity	Asthma
Competitive Medical Plans	Preferred Provider Organizations
Gangliosidosis, GM1	beta-Galactosidase
Reed-Sternberg Cells	Hodgkin Disease
Ergometry	Physical Exertion
Crown Lengthening	Orthodontic Extrusion
Agrochemicals	Pesticides
Antimutagenic Agents	Anticarcinogenic Agents
Anticarcinogenic Agents	Antimutagenic Agents
Anticarcinogenic Agents	Antineoplastic Agents
Histocytological Preparation Techniques	Analytic Sample Preparation Methods
Thyroid Nodule	Goiter, Nodular
Neoplasms, Second Primary	Neoplasms, Multiple Primary
Lewy Bodies	Lewy Body Disease
Lewy Bodies	Parkinson Disease
Radiosurgery	Radiotherapy, Conformal
Diabetes, Gestational	Pregnancy in Diabetics
Bupropion	Smoking Cessation
Primary Ovarian Insufficiency	Menopause, Premature
Virus Integration	Attachment Sites, Microbiological
Virus Integration	Integrases
Virus Integration	Proviruses
Genome	Genes
Genome	Genomics
Genome, Viral	Genes, Viral
Genome, Bacterial	Genes, Bacterial
Genome, Fungal	Genes, Fungal
Lupus Coagulation Inhibitor	Antiphospholipid Syndrome
Receptors, Antigen, T-Cell, gamma-delta	Gene Rearrangement, delta-Chain T-Cell Antigen Receptor
Receptors, Antigen, T-Cell, gamma-delta	Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor
Receptors, Antigen, T-Cell, gamma-delta	Genes, T-Cell Receptor delta
Receptors, Antigen, T-Cell, gamma-delta	Genes, T-Cell Receptor gamma
Receptors, Antigen, T-Cell, alpha-beta	Gene Rearrangement, alpha-Chain T-Cell Antigen Receptor
Receptors, Antigen, T-Cell, alpha-beta	Gene Rearrangement, beta-Chain T-Cell Antigen Receptor
Receptors, Antigen, T-Cell, alpha-beta	Genes, T-Cell Receptor alpha
Receptors, Antigen, T-Cell, alpha-beta	Genes, T-Cell Receptor beta
Herpes Zoster Oticus	Facial Paralysis
Tissue Fixation	Fixatives
Yin-Yang	Qi
Yin-Yang	Yang Deficiency
Yin-Yang	Yin Deficiency
Yin Deficiency	Qi
Yin Deficiency	Yin-Yang
Yang Deficiency	Qi
Yang Deficiency	Yin-Yang
Sphincterotomy, Endoscopic	Cholangiopancreatography, Endoscopic Retrograde
Parvovirus B19, Human	Erythema Infectiosum
Munchausen Syndrome by Proxy	Child Abuse
Proctocolectomy, Restorative	Colonic Pouches
Proctocolectomy, Restorative	Pouchitis
Behavior, Addictive	Substance-Related Disorders
Preconception Care	Prenatal Care
Mental Competency	Comprehension
Mental Competency	Informed Consent
Mental Competency	Insanity Defense
Mental Competency	Legal Guardians
Mental Competency	Treatment Refusal
Minor Lymphocyte Stimulatory Loci	Minor Lymphocyte Stimulatory Antigens
Transcultural Nursing	Culturally Competent Care
Transcultural Nursing	Ethnopsychology
Proto-Oncogene Proteins c-jun	Transcription Factor AP-1
Death, Sudden, Cardiac	Commotio Cordis
Genes, jun	Oncogene Protein p65(gag-jun)
Genes, jun	Proto-Oncogene Proteins c-jun
Proto-Oncogene Proteins c-fos	Transcription Factor AP-1
Genes, fos	Oncogene Proteins v-fos
Genes, fos	Proto-Oncogene Proteins c-fos
Antigens, CD8	CD4-CD8 Ratio
Giardia lamblia	Giardiavirus
Housing for the Elderly	Homes for the Aged
Hypocapnia	Alkalosis, Respiratory
Li-Fraumeni Syndrome	Genes, p53
Neurofibrillary Tangles	Diffuse Neurofibrillary Tangles with Calcification
Neurofibrillary Tangles	Neurofibrils
Neurofibrillary Tangles	Neurofilament Proteins
Neurofibrillary Tangles	Tauopathies
tau Proteins	Tauopathies
Oxidants	Antioxidants
ISCOMs	Saponins
Cardiopulmonary Resuscitation	Heart Arrest
Carotid Stenosis	Endarterectomy, Carotid
Endarterectomy, Carotid	Carotid Stenosis
Respiratory Burst	Granulomatous Disease, Chronic
Air Pollution, Indoor	Environmental Illness
Air Pollution, Indoor	Tobacco Smoke Pollution
Drug Monitoring	Adverse Drug Reaction Reporting Systems
Drug Monitoring	Pharmacovigilance
Meningitis, Cryptococcal	Cranial Nerve Diseases
Meningitis, Bacterial	Cerebral Ventriculitis
Cell Aging	Cell Death
Cell Death	Apoptosis
Cell Death	Necrosis
Tooth Demineralization	Dental Caries
Codependency (Psychology)	Substance-Related Disorders
Rotator Cuff	Shoulder Impingement Syndrome
Duty to Warn	Confidentiality
Duty to Warn	Duty to Recontact
Duty to Warn	Mandatory Reporting
Negotiating	Collective Bargaining
Professional Autonomy	Personal Autonomy
Ethics Committees	Advisory Committees
Ethics Committees	Animal Care Committees
Ethics Committees	Ethical Review
Phenylketonuria, Maternal	Phenylalanine Hydroxylase
Cost Sharing	Health Benefit Plans, Employee
Cost Sharing	Managed Care Programs
Health Care Costs	Health Expenditures
Hospice Care	Hospice and Palliative Care Nursing
Hospice Care	Respite Care
Medical Laboratory Personnel	Medical Laboratory Science
Medically Uninsured	Uncompensated Care
